Codigo;nombre;unidad;Nombre de la Bodega;Ubicacion;id bodega;id minimo y maximo ;Saldo;Costo ;Lote;TOTAL
003-021-00100;Piramides Ginger Cider;Unidad;Planta;NULL;1;NULL;3;0,08;NULL;0,24
003-021-00101;Piramides Majestic Pu Erh;Unidad;Planta;NULL;1;NULL;0;0,05;NULL;0
003-021-00102;Piramides Pu Erh Capuccino;Unidad;Planta;NULL;1;NULL;76;0,07;NULL;5,32
003-021-00103;Piramides Pinneaple Mint;Unidad;Planta;NULL;1;NULL;0;0,08;NULL;0
003-021-00104;Piramides Orange Cocoa;Unidad;Planta;NULL;1;NULL;10;0,09;NULL;0,9
003-021-00105;Piramides Pu Erh;Unidad;Planta;NULL;1;NULL;0;0,09;NULL;0
003-021-00106;Piramides Jazmin;Unidad;Planta;NULL;1;NULL;49;0,07;NULL;3,43
003-021-00107;Piramides Oolong Rose;Unidad;Planta;NULL;1;NULL;31;0,08;NULL;2,48
003-021-00108;Piramides Jamaica Green;Unidad;Planta;NULL;1;NULL;0;0,07;NULL;0
003-021-00109;Piramides Lucky Mango;Unidad;Planta;NULL;1;NULL;0;0,06;NULL;0
003-021-00110;Piramides Guayusa Tropical;Unidad;Planta;NULL;1;NULL;15;0,07;NULL;1,05
003-021-00111;Piramides Tutti Fruti;Unidad;Planta;NULL;1;NULL;29;0,07;NULL;2,03
003-021-00112;Piramides  Paradiso Peach;Unidad;Planta;NULL;1;NULL;17;0,07;NULL;1,19
003-021-00113;Piramides Te Negro Keemun;Unidad;Planta;NULL;1;NULL;0;0,06;NULL;0
003-021-00114;Piramides Flower & Kisses;Unidad;Planta;NULL;1;NULL;21;0,08;NULL;1,68
003-021-00115;Piramides Black Guayusa Y Chocolate;Unidad;Planta;NULL;1;NULL;64;0,05;NULL;3,2
003-021-00116;Piramides Black Mango;Unidad;Planta;NULL;1;NULL;0;0,06;NULL;0
003-021-00117;Piramides Mystic Rose;Unidad;Planta;NULL;1;NULL;86;0,04;NULL;3,44
003-021-00118;Piramides Ruby Tangerine;Unidad;Planta;NULL;1;NULL;3;0,08;NULL;0,24
003-021-00119;Piramides Tilo Lemon;Unidad;Planta;NULL;1;NULL;35;0,08;NULL;2,8
003-021-00120;Piramides Sakura Cherry Blosson;Unidad;Planta;NULL;1;NULL;9;0,09;NULL;0,81
003-021-00121;Piramides Blueberry Tentation;Unidad;Planta;NULL;1;NULL;0;0,09;NULL;0
003-021-00122;Piramide Aqua De Rosas;Unidad;Planta;NULL;1;NULL;0;0,1;NULL;0
003-021-00123;Piramides Citrus Matcha;Unidad;Planta;NULL;1;NULL;0;0,05;NULL;0
003-021-00124;Piramides Black Guayusa;Unidad;Planta;NULL;1;NULL;0;0,05;NULL;0
003-021-00125;Piramides Lavander Mint;Unidad;Planta;NULL;1;NULL;0;0,06;NULL;0
003-021-00126;Piramides Sushine Lemon;Unidad;Planta;NULL;1;NULL;0;0,1;NULL;0
003-021-00127;Piramides Orange Star;Unidad;Planta;NULL;1;NULL;0;0,08;NULL;0
003-021-00128;Piramides Golden Rooibos;Unidad;Planta;NULL;1;NULL;0;0,03;NULL;0
003-021-00129;Piramides Cotton Candy;Unidad;Planta;NULL;1;NULL;16;0,06;NULL;0,96
003-021-00130;Piramides Green Jade;Unidad;Planta;NULL;1;NULL;4;0,06;NULL;0,24
003-021-00131;Piramides Black Sunshine;Unidad;Planta;NULL;1;NULL;27;0,02;NULL;0,54
003-021-00132;Piramides Mindningth Almond;Unidad;Planta;NULL;1;NULL;11;0,07;NULL;0,77
003-021-00133;Piramides Flower Lubally;Unidad;Planta;NULL;1;NULL;5;0,06;NULL;0,3
003-021-00134;Piramides Milky Oolong;Unidad;Planta;NULL;1;NULL;50;0,1;NULL;5
003-021-00135;Piramides Black Velvet;Unidad;Planta;NULL;1;NULL;0;0,08;NULL;0
003-021-00136;Piramides Bubbly Oolong;Unidad;Planta;NULL;1;NULL;12;0,03;NULL;0,36
003-021-00137;Piramides Orange Blosson;Unidad;Planta;NULL;1;NULL;25;0,06;NULL;1,5
003-021-00138;Piramides Tropical Fusion;Unidad;Planta;NULL;1;NULL;29;0,06;NULL;1,74
