Codigo;nombre;unidad;Nombre de la Bodega;Ubicacion;id bodega;id minimo y maximo ;Saldo;Costo ;Lote;TOTAL
003-001-00188;Blends Menta Sandia;Gramo;Jardin;NULL;3;NULL;263,00;0,0190;NULL;4,997
003-001-00189;Blends Turucucho;Gramo;Jardin;NULL;3;NULL;167,00;0,0230;NULL;3,841
003-001-00190;Blends Puerh Caramelo;Gramo;Jardin;NULL;3;NULL;397,00;0,0200;NULL;7,94
003-001-00191;Blends Amazon Power;Gramo;Jardin;NULL;3;NULL;0,00;0,0150;NULL;0
003-001-00192;Blends Citrus Zen;Gramo;Jardin;NULL;3;NULL;114,00;0,0270;NULL;3,078
003-001-00193;Blends Mate Guayusa;Gramo;Jardin;NULL;3;NULL;341,00;0,0150;NULL;5,115
003-001-00194;Blends Chamomile;Gramo;Jardin;NULL;3;NULL;131,00;0,0180;NULL;2,358
003-001-00195;Tippytea Menta Y Sandia 30g;Unidad;Jardin;NULL;3;NULL;0,00;0,0100;NULL;0
003-001-00196;Muestras Tisanas Naranja;Unidad;Jardin;NULL;3;NULL;0,00;0,2500;NULL;0
003-001-00197;Muestras Tisanas Manzana;Unidad;Jardin;NULL;3;NULL;0,00;0,2500;NULL;0
003-001-00198;Blends Tutti Fruti;Gramo;Jardin;NULL;3;NULL;384,00;0,0090;NULL;3,456
003-001-00199;Lata Divine Tea;Unidad;Jardin;NULL;3;NULL;0,00;1,2900;NULL;0
003-001-00200;Latita Hawaiian Colada;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00201;Latita Chamomile;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00202;Latita Green Mint;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00203;Latita Provence Rooibos;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00204;Latita Casablanca;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00205;Latita Blueberry Temptation;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00206;Latita Aqua Rosa;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00207;Latita Sakura  Cherry;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00208;Latita Black Velvet;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00210;Muestra Chai Latte Mix;Unidad;Jardin;NULL;3;NULL;0,00;0,4400;NULL;0
003-001-00211;Muestra Sachet Matcha Pink;Unidad;Jardin;NULL;3;NULL;0,00;0,0140;NULL;0
003-001-00212;Muestra Menta Y Sandia  15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0050;NULL;0
003-001-00213;Muestra Matcha Culinario 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0080;NULL;0
003-001-00214;Muestra Butterfly Soluble 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0070;NULL;0
003-001-00215;Muestra Matcha Mango 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0040;NULL;0
003-001-00216;Muestra Latte Rosa 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0060;NULL;0
003-001-00217;Muestra Jamaica Berrys 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0060;NULL;0
003-001-00218;Muestra Dragon Fruit 15gr;Unidad;Jardin;NULL;3;NULL;0,00;0,0080;NULL;0
003-001-00219;Blend Rooibos Guordmandises;Gramo;Jardin;NULL;3;NULL;0,00;0,0200;NULL;0
003-001-00221;Chai Ordeno 100g;Gramo;Jardin;NULL;3;NULL;0,00;0,0100;NULL;0
003-001-00222;Matcha Ordeno 100g;Gramo;Jardin;NULL;3;NULL;0,00;0,0100;NULL;0
003-001-00223;Blends Black Blueberry;Gramo;Jardin;NULL;3;NULL;113,00;0,0200;NULL;2,26
003-001-00224;Latita Berry Berry;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00225;Latita Orange Cocoa;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00226;Latita Earl Grey;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00227;Latita Bingoblueberry;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00228;Latita Vainilla Chai;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00229;Latita Cranberry Apple;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00230;Latita Chocolate Mint;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00231;Latita Ruby Tangerine;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00232;Latita Pineapple Mint;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00233;Latita Creamy Noir;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00234;Latita Red Seduction;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00235;Latita Cotton Candy;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00236;Latita Lucky Mango;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00237;Latita Cherry Rose;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00238;Latita Black Guayusa Y Chocolate;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00239;Latita Milky Oolong;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00240;Latita Rosaline Night;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00241;Latita Delta Night;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00242;FundaPumkin Spice Latte;Unidad;Jardin;NULL;3;NULL;0,00;0,0760;NULL;0
003-001-00243;Te Negro Y Arandanos;Gramo;Jardin;NULL;3;NULL;0,00;0,00485;NULL;0
003-001-00244;Te Negro Y Limon;Gramo;Jardin;NULL;3;NULL;0,00;0,00485;NULL;0
003-001-00245;Funda Caramelo Supreme 50gr;Unidad;Jardin;NULL;3;NULL;0,00;0,5500;NULL;0
003-001-00246;Funda Citrus Matcha 50gr;Gramo;Jardin;NULL;3;NULL;0,00;0,6800;NULL;0
003-001-00247;Funda Black Guayusa 50gr;Gramo;Jardin;NULL;3;NULL;0,00;0,8700;NULL;0
003-001-00248;Caja De 4 Tubos De Vidrio;Unidad;Jardin;NULL;3;NULL;4,00;5,2000;NULL;20,8
003-001-00249;Caja De 8 Tubos De Vidrio;Unidad;Jardin;NULL;3;NULL;0,00;7,5800;NULL;0
003-001-00250;Bubble Tea Rosa 3.4kg;Unidad;Jardin;NULL;3;NULL;0,00;4,2500;NULL;0
003-001-00251;Rosas Comestibles;Gramo;Jardin;NULL;3;NULL;0,00;2,0000;NULL;0
003-001-00252;Latita Bubbly Oolong;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00253;Latita Lemon Ginger;Unidad;Jardin;NULL;3;NULL;0,00;0,3800;NULL;0
003-001-00254;Muestras Base De Limon 15 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,150;NULL;0
003-001-00255;Muestras Te Negro Durazno 15 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,250;NULL;0
003-001-00256;Muestras Pink Lemonada 15 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,200;NULL;0
003-001-00257;Muestras Taro Purple 6 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,300;NULL;0
003-001-00258;Muestras Pad De Jamaica Berries 30gr;Unidad;Jardin;NULL;3;NULL;0,00;0,350;NULL;0
003-001-00259;Muestras Pumkin Spice 10 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,250;NULL;0
003-001-00260;Muestra Matcha Ceremonial 10 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,040;NULL;0
003-001-00261;Muestras Matcha Mango;Gramo;Jardin;NULL;3;NULL;0,00;0,600;NULL;0
003-001-00262;Muestras Golden Matcha;Gramo;Jardin;NULL;3;NULL;0,00;0,200;NULL;0
003-001-00263;Muestars Te Negro Limon;Gramo;Jardin;NULL;3;NULL;0,00;0,400;NULL;0
003-001-00264;Muestras Caramelo Salado;Gramo;Jardin;NULL;3;NULL;0,00;0,600;NULL;0
003-001-00265;Muestra Matcha Latte Mix;Gramo;Jardin;NULL;3;NULL;22,00;0,250;NULL;5,5
003-001-00266;Muestras Mint Chai;Gramo;Jardin;NULL;3;NULL;0,00;0,450;NULL;0
003-001-00267;Muestras Te Negro Limon 15 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,200;NULL;0
003-001-00268;Muestras Pink Matcha 6 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,200;NULL;0
003-001-00269;Muestras Taro Latte Mix 6 Gr;Unidad;Jardin;NULL;3;NULL;0,00;0,240;NULL;0
003-001-00270;Bubble Tea Chicle 3.4kg;Unidad;Jardin;NULL;3;NULL;0,00;4,2500;NULL;0
003-001-00271;Pink Lemonade;Gramo;Jardin;NULL;3;NULL;0,00;0,00428;NULL;0
003-001-00272;Cajita De 4 Tubos Floral;Unidad;Jardin;NULL;3;NULL;0,00;4,7500;NULL;0
003-001-00273;Sachets Te Negro;Unidad;Jardin;NULL;3;NULL;0,00;0,1000;NULL;0
003-001-00275;Muestra Butterfly Soluble;Gramo;Jardin;NULL;3;NULL;0,00;0,0200;NULL;0
003-001-00276;Muestras Te Negro Durazno;Gramo;Jardin;NULL;3;NULL;0,00;0,0180;NULL;0
003-001-00277;Muestras Pink Lemonada;Gramo;Jardin;NULL;3;NULL;0,00;0,0200;NULL;0
