Codigo;nombre;unidad;Nombre de la Bodega;Ubicacion;id bodega;id minimo y maximo ;Saldo;Costo ;Lote;TOTAL
001-003-00125;Etiquetas Doypac Green Tea;Unidad;Planta;NULL;1;NULL;320,00;0,0200;NULL;6,4
001-003-00126;Etiquetas Doypac Lemon Ginger;Unidad;Planta;NULL;1;NULL;1260,00;0,0200;NULL;25,2
001-003-00127;Etiquetas Doypac Strawberry;Unidad;Planta;NULL;1;NULL;29,00;0,0200;NULL;0,58
001-003-00128;Etiquetas Latas Atix Blend;Unidad;Planta;NULL;1;NULL;616,00;0,1400;NULL;86,24
001-003-00129;Etiquetas Latas Amarillas Delgada;Unidad;Planta;NULL;1;NULL;1173,00;0,0200;NULL;23,46
001-003-00130;Etiquetas Latas Berry Berry Amarillas Delgada;Unidad;Planta;NULL;1;NULL;2471,00;0,0500;NULL;123,55
001-003-00131;Etiquetas Latas Chamomille Amarilla Delgada;Unidad;Planta;NULL;1;NULL;4004,00;0,0500;NULL;200,2
001-003-00132;Etiquetas Latas Cosmic Blend;Unidad;Planta;NULL;1;NULL;3109,00;0,1100;NULL;341,99
001-003-00133;Etiquetas Latas Cyril Nuit The Noel;Unidad;Planta;NULL;1;NULL;340,00;0,4600;NULL;156,4
001-003-00134;Etiquetas Latas Earl Grey Amarilla Delgada;Unidad;Planta;NULL;1;NULL;352,00;0,0400;NULL;14,08
001-003-00135;Etiquetas Latas Green Tea Amarilla Delgada;Unidad;Planta;NULL;1;NULL;0,00;0,0100;NULL;0
001-003-00136;Etiquetas Latas Holiday Blend 10 Anos;Unidad;Planta;NULL;1;NULL;50,00;0,0100;NULL;0,5
001-003-00137;Etiquetas Latas Infusion Tartelle Mandarine;Unidad;Planta;NULL;1;NULL;34,00;0,4600;NULL;15,64
001-003-00138;Etiquetas Latas Infusion Infusion Coquelicot;Unidad;Planta;NULL;1;NULL;30,00;0,4600;NULL;13,8
001-003-00139;Etiquetas Latas Infusion Mademoiselle;Unidad;Planta;NULL;1;NULL;30,00;0,4600;NULL;13,8
001-003-00140;Etiquetas Latas Infusion Miss Elissa;Unidad;Planta;NULL;1;NULL;109,00;0,4600;NULL;50,14
001-003-00141;Etiquetas Latas Infusion The Les Jardins De La Reine;Unidad;Planta;NULL;1;NULL;27,00;0,4600;NULL;12,42
001-003-00142;Etiquetas Latas Infusion The Ophir;Unidad;Planta;NULL;1;NULL;40,00;0,4600;NULL;18,4
001-003-00143;Etiquetas Latas Infusion The Angel Y Demon;Unidad;Planta;NULL;1;NULL;0,00;0,4600;NULL;0
001-003-00144;Etiquetas Latas Infusion The Au Coeur De Paris;Unidad;Planta;NULL;1;NULL;39,00;0,4600;NULL;17,94
001-003-00145;Etiquetas Latas Infusion The Les Contrairies;Unidad;Planta;NULL;1;NULL;2,00;0,4600;NULL;0,92
001-003-00146;Etiquetas Latas Legacy Blend 10 Anos;Unidad;Planta;NULL;1;NULL;2685,00;0,1300;NULL;349,05
001-003-00147;Etiquetas Latas Lemon Ginger Amarilla Delgada;Unidad;Planta;NULL;1;NULL;3418,00;0,0500;NULL;170,9
001-003-00148;Etiquetas Latas Natural Vitality;Unidad;Planta;NULL;1;NULL;1641,00;0,0500;NULL;82,05
001-003-00149;Etiquetas Latas Strawberry Amarilla Delgada;Unidad;Planta;NULL;1;NULL;2162,00;0,0100;NULL;21,62
001-003-00150;Etiquetas Latas Arquitectura Sostenible;Unidad;Planta;NULL;1;NULL;140,00;0,9200;NULL;128,8
001-003-00151;Etiquetas Latas Menta Sandia;Unidad;Planta;NULL;1;NULL;1100,00;0,0900;NULL;99
001-003-00152;Frascos Pequenos Bubble Tea;Unidad;Planta;NULL;1;NULL;29,00;0,2400;NULL;6,96
001-003-00153;Cajas Fiorana;Unidad;Planta;NULL;1;NULL;192,00;0,4300;NULL;82,56
001-003-00154;Mangas Calendario Amarilla;Unidad;Planta;NULL;1;NULL;81,00;1,0000;NULL;81
001-003-00155;Mangas Calendario Colores;Unidad;Planta;NULL;1;NULL;67,00;0,8000;NULL;53,6
001-003-00156;Fajillas Jamaica Berries;Unidad;Planta;NULL;1;NULL;17325,00;0,0100;NULL;173,25
001-003-00157;Fajillas Lemon Black Tea;Unidad;Planta;NULL;1;NULL;11303,00;0,0100;NULL;113,03
001-003-00158;Fajillas Lemon Ginger;Unidad;Planta;NULL;1;NULL;10841,00;0,0100;NULL;108,41
001-003-00160;Fajillas Rooibos Mango;Unidad;Planta;NULL;1;NULL;1835,00;0,0700;NULL;128,45
001-003-00161;Fajillas White Tea Rose;Unidad;Planta;NULL;1;NULL;1397,00;0,0700;NULL;97,79
001-003-00162;Fajas;Unidad;Planta;NULL;1;NULL;2434,00;0,2600;NULL;632,84
001-003-00163;Cartones 178314 (71 Cajas Grandes);Unidad;Planta;NULL;1;NULL;443,00;1,4100;NULL;624,63
001-003-00164;Cartones 178314 (61);Unidad;Planta;NULL;1;NULL;452,00;0,5600;NULL;253,12
001-003-00165;Cartones 189771 (81 );Unidad;Planta;NULL;1;NULL;192,00;1,1300;NULL;216,96
001-003-00166;Cartones 188399 (51 );Unidad;Planta;NULL;1;NULL;78,00;0,5300;NULL;41,34
001-003-00167;Maquila Doypack Every Express;Unidad;Planta;NULL;1;NULL;0,00;0,0300;NULL;0
001-003-00168;Etiqueta Grande Black Sunshine;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00169;Etiqueta Grande Creamy Noir;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00170;Etiqueta Grande Caramelo Supreme;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00171;Etiqueta Grande Black Velvet;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00172;Etiqueta Grande Lucky Mango;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00173;Etiqueta Grande Tilo Lemon;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00174;Etiqueta Grande Red Seduction;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00175;Etiqueta Grande Bubbly Oolong;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00176;Etiqueta Grande Pineapple Mint;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00177;Etiqueta Grande Cotton Candid;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00178;Etiqueta Grande Flower Lullaby;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00179;Etiqueta Grande Amaranto Spice;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00180;Etiqueta Grande Ruby Tangerine;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00181;Etiqueta Grande Ginger Cider;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00182;Etiqueta Grande Midnight Almond;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00183;Etiqueta Grande Orange Blossom;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00184;Etiqueta Grande Majestic Pu-Erh;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00185;Etiqueta Grande Citrus Matcha;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00186;Etiqueta Grande Rooibos Organico;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00187;Etiqueta Grande Provence Rooibos;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00188;Etiqueta Grande Oolong Cherry Rose;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00189;Etiqueta Grande Oolong;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00190;Etiqueta Grande Sencha Organico;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00191;Etiqueta Grande Cherry Rose;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00192;Etiqueta Grande Jamaica Green Tea;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00193;Etiqueta Grande Mint Green;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00194;Etiqueta Grande Piña Green Tea;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00195;Etiqueta Grande Strawberry Green Tea;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00196;Etiqueta Grande Chocolate Mint;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00197;Etiqueta Grande Black Mango;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00198;Etiqueta Grande Black Peach;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00199;Etiqueta Grande Te Negro;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00200;Etiqueta Grande English Breakfast;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00201;Etiqueta Grande Earl Grey;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00202;Etiqueta Grande Vainilla Chai;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00203;Etiqueta Grande Flores De Jazmin;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00204;Etiqueta Grande Strawberry Rose Mint;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00205;Etiqueta Grande Rosas;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00206;Etiqueta Grande Lemon Ginger;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00207;Etiqueta Grande Chamomile Lavender Y Roses;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00208;Etiqueta Grande Butterfly Pea;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00209;Etiqueta  Grande Puerh;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00210;Etiqueta Grande Tè Blanco Pai Mu Tan;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00211;Etiqueta Grande Puerh Capuccino;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
001-003-00212;Etiqueta Grande Detox Tea;Unidad;Planta;NULL;1;NULL;0,00;0,0400;NULL;0
